stoptime,TotalRent_R
2021-06-23,135.0
2021-06-24,169.0
2021-06-25,139.0
2021-06-26,132.0
2021-06-27,116.0
2021-06-28,64.0
2021-06-29,53.0
2021-06-30,67.0
2021-07-01,63.0
2021-07-02,43.0
2021-07-03,76.85714285714286
2021-07-04,92.0
2021-07-05,83.0
2021-07-06,87.0
2021-07-07,129.0
2021-07-08,112.0
2021-07-09,148.0
2021-07-10,114.0
2021-07-11,121.0
2021-07-12,122.0
2021-07-13,143.0
2021-07-14,115.0
2021-07-15,133.0
2021-07-16,161.0
2021-07-17,77.0
2021-07-18,122.0
2021-07-19,138.0
2021-07-20,161.0
2021-07-21,118.0
2021-07-22,198.0
2021-07-23,169.0
2021-07-24,110.0
2021-07-25,79.0
2021-07-26,110.0
2021-07-27,62.0
2021-07-28,103.0
2021-07-29,98.0
2021-07-30,44.0
2021-07-31,14.0
2021-08-01,52.0
2021-08-02,19.0
2021-08-03,18.0
2021-08-04,131.0
2021-08-05,165.0
2021-08-06,143.0
2021-08-07,119.0
2021-08-08,86.0
2021-08-09,135.0
2021-08-10,126.0
2021-08-11,158.0
2021-08-12,160.0
2021-08-13,153.0
2021-08-14,130.0
2021-08-15,109.0
2021-08-16,140.0
2021-08-17,123.0
2021-08-18,160.0
2021-08-19,143.0
2021-08-20,140.0
2021-08-21,144.0
2021-08-22,28.0
2021-08-23,104.0
2021-08-24,171.0
2021-08-25,181.0
2021-08-26,147.0
2021-08-27,138.0
2021-08-28,114.0
2021-08-29,122.0
2021-08-30,155.0
2021-08-31,154.0
2021-09-01,49.0
2021-09-02,142.0
2021-09-03,152.0
2021-09-04,128.0
2021-09-05,102.0
2021-09-06,117.0
2021-09-07,153.0
2021-09-08,161.0
2021-09-09,113.0
2021-09-10,189.0
2021-09-11,135.0
2021-09-12,104.0
2021-09-13,117.0
2021-09-14,146.0
2021-09-15,200.0
2021-09-16,190.0
2021-09-17,194.0
2021-09-18,165.0
2021-09-19,133.0
2021-09-20,158.0
2021-09-21,150.0
2021-09-22,173.0
2021-09-23,141.0
2021-09-24,139.0
2021-09-25,145.0
2021-09-26,123.0
2021-09-27,138.0
2021-09-28,148.0
2021-09-29,191.0
2021-09-30,153.0
2021-10-01,178.0
2021-10-02,151.0
2021-10-03,134.0
2021-10-04,104.0
2021-10-05,159.0
2021-10-06,150.0
2021-10-07,148.0
2021-10-08,154.0
2021-10-09,122.0
2021-10-10,73.0
2021-10-11,112.0
2021-10-12,136.0
2021-10-13,171.0
2021-10-14,184.0
2021-10-15,143.0
2021-10-16,119.0
2021-10-17,118.0
2021-10-18,130.0
2021-10-19,153.0
2021-10-20,181.0
2021-10-21,188.0
2021-10-22,175.0
2021-10-23,99.0
2021-10-24,103.0
2021-10-25,131.0
2021-10-26,65.0
2021-10-27,141.0
2021-10-28,139.0
2021-10-29,119.0
2021-10-30,86.0
2021-10-31,90.0
2021-11-01,139.0
2021-11-02,141.0
2021-11-03,128.0
2021-11-04,129.0
2021-11-05,109.0
2021-11-06,95.0
2021-11-07,73.0
2021-11-08,124.0
2021-11-09,132.0
2021-11-10,139.0
2021-11-11,128.0
2021-11-12,106.0
2021-11-13,84.0
2021-11-14,78.0
2021-11-15,105.0
2021-11-16,129.0
2021-11-17,145.0
2021-11-18,129.0
2021-11-19,115.0
2021-11-20,85.0
2021-11-21,61.0
2021-11-22,58.0
2021-11-23,65.0
2021-11-24,65.0
2021-11-25,38.0
2021-11-26,52.0
2021-11-27,46.0
2021-11-28,51.0
2021-11-29,85.0
2021-11-30,108.0
2021-12-01,100.0
2021-12-02,95.0
2021-12-03,110.0
2021-12-04,102.0
2021-12-05,90.0
2021-12-06,106.0
2021-12-07,92.0
2021-12-08,76.0
2021-12-09,102.0
2021-12-10,100.0
2021-12-11,73.0
2021-12-12,69.0
2021-12-13,95.0
2021-12-14,97.0
2021-12-15,98.0
2021-12-16,97.0
2021-12-17,115.0
2021-12-18,42.0
2021-12-19,56.0
2021-12-20,67.0
2021-12-21,66.0
2021-12-22,62.0
2021-12-23,67.0
2021-12-24,52.0
2021-12-25,19.0
2021-12-26,31.0
2021-12-27,46.0
2021-12-28,60.0
2021-12-29,59.0
2021-12-30,58.0
2021-12-31,73.0
2022-01-01,25.0
2022-01-02,46.0
2022-01-03,44.0
2022-01-04,65.0
2022-01-05,54.0
2022-01-06,85.0
2022-01-07,31.0
2022-01-08,35.0
2022-01-09,21.0
2022-01-10,32.0
2022-01-11,42.0
2022-01-12,75.0
2022-01-13,85.0
2022-01-14,59.0
2022-01-15,37.0
2022-01-16,25.0
2022-01-17,40.0
2022-01-18,64.0
2022-01-19,79.0
2022-01-20,57.0
2022-01-21,50.0
2022-01-22,31.0
2022-01-23,45.0
2022-01-24,70.0
2022-01-25,80.0
2022-01-26,65.0
2022-01-27,75.0
2022-01-28,75.0
2022-01-29,6.0
2022-01-30,18.0
2022-01-31,31.0
2022-02-01,42.0
2022-02-02,49.0
2022-02-03,49.0
2022-02-04,36.0
2022-02-05,49.0
2022-02-06,31.0
2022-02-07,62.0
2022-02-08,81.0
2022-02-09,93.0
2022-02-10,98.0
2022-02-11,91.0
2022-02-12,61.0
2022-02-13,21.0
2022-02-14,69.0
2022-02-15,76.0
2022-02-16,77.0
2022-02-17,98.0
2022-02-18,91.0
2022-02-19,39.0
2022-02-20,31.0
2022-02-21,73.0
2022-02-22,68.0
2022-02-23,85.0
2022-02-24,83.0
2022-02-25,49.0
2022-02-26,48.0
2022-02-27,48.0
2022-02-28,84.0
